0,62
1,62
2,62
3,51
4,51
5,34
6,51
7,51
8,62
9,62
10,20
11,20
12,20
13,20
14,62
15,20
16,20
17,62
18,20
19,62
20,62
21,20
22,62
23,62
24,62
25,20
26,62
27,20
28,62
29,62
30,15
31,62
32,62
33,62
34,62
35,23
36,62
37,62
38,62
39,62
40,62
41,62
42,20
43,62
44,62
45,62
46,62
47,62
48,62
49,51
50,51
51,62
52,23
53,20
54,20
55,20
56,20
57,62
58,52
59,62
60,62
61,62
62,62
63,62
64,62
65,64
66,62
67,62
68,62
69,62
70,65
71,3
72,3
73,20
74,20
75,20
76,34
77,14
78,20
79,20
80,24
81,20
82,20
83,20
84,24
85,24
86,20
87,24
88,20
89,20
90,51
91,20
92,20
93,20
94,20
95,16
96,20
97,20
98,62
99,20
100,20
101,53
102,20
103,20
104,62
105,20
106,20
107,24
108,20
109,19
110,20
111,27
112,20
113,20
114,38
115,19
116,34
117,62
118,43
119,24
120,24
121,20
122,47
123,20
124,20
125,20
126,27
127,53
128,52
129,20
130,20
131,34
132,43
133,27
134,33
135,34
136,34
137,33
138,20
139,20
140,18
141,20
142,62
143,34
144,27
145,34
146,14
147,53
148,20
149,20
150,20
151,51
152,20
153,24
154,24
155,51
156,20
157,30
158,20
159,20
160,20
161,24
162,20
163,20
164,20
165,65
166,27
167,20
168,63
169,16
170,20
171,61
172,20
173,61
174,34
175,27
176,20
177,34
178,1
179,20
180,3
181,20
182,20
183,20
184,34
185,20
186,34
187,14
188,14
189,20
190,20
191,20
192,27
193,19
194,19
195,61
196,10
197,19
198,14
199,20
200,24
201,20
202,14
203,3
204,20
205,10
206,10
207,19
208,20
209,20
210,20
211,20
212,51
213,67
214,20
215,34
216,20
217,14
218,14
219,14
220,14
221,14
222,20
223,20
224,43
225,31
226,19
227,33
228,34
229,27
230,30
231,27
232,10
233,3
234,36
235,33
236,10
237,33
238,20
239,20
240,63
241,3
242,51
243,3
244,34
245,19
246,20
247,20
248,20
249,34
250,61
251,61
252,19
253,20
254,27
255,69
256,20
257,43
258,20
259,20
260,10
261,63
262,20
263,30
264,8
265,58
266,20
267,38
268,20
269,33
270,30
271,51
272,8
273,30
274,30
275,20
276,34
277,51
278,20
279,20
280,65
281,27
282,33
283,50
284,12
285,20
286,63
287,63
288,34
289,20
290,65
291,20
292,3
293,3
294,20
295,64
296,38
297,19
298,20
299,69
300,43
301,65
302,20
303,20
304,20
305,47
306,43
307,10
308,33
309,50
310,20
311,20
312,3
313,3
314,3
315,3
316,34
317,33
318,61
319,61
320,63
321,24
322,34
323,64
324,8
325,20
326,34
327,20
328,20
329,34
330,19
331,51
332,20
333,10
334,20
335,69
336,69
337,20
338,38
339,61
340,47
341,61
342,38
343,16
344,27
345,20
346,14
347,69
348,14
349,14
350,65
351,20
352,20
353,28
354,3
355,3
356,20
357,34
358,1
359,33
360,65
361,20
362,20
363,20
364,14
365,34
366,20
367,36
368,10
369,66
370,33
371,10
372,14
373,14
374,16
375,14
376,34
377,20
378,20
379,3
380,20
381,10
382,33
383,18
384,63
385,47
386,16
387,43
388,33
389,33
390,62
391,20
392,20
393,50
394,20
395,1
396,64
397,66
398,3
399,3
400,61
401,14
402,8
403,30
404,14
405,10
406,31
407,14
408,63
409,63
410,20
411,43
412,20
413,33
414,20
415,20
416,3
417,33
418,63
419,61
420,20
421,20
422,20
423,58
424,3
425,27
426,14
427,50
428,20
429,33
430,33
431,20
432,20
433,20
434,63
435,20
436,69
437,61
438,18
439,63
440,47
441,47
442,33
443,44
444,58
445,61
446,18
447,20
448,34
449,34
450,34
451,34
452,14
453,20
454,33
455,10
456,34
457,16
458,16
459,16
460,20
461,34
462,24
463,10
464,10
465,20
466,34
467,61
468,34
469,69
470,14
471,14
472,14
473,34
474,34
475,34
476,14
477,14
478,14
479,14
480,14
481,47
482,14
483,14
484,47
485,4
486,1
487,61
488,61
489,33
490,61
491,33
492,34
493,10
494,36
495,34
496,36
497,36
498,36
499,14
500,10
501,69
502,10
503,14
504,14
505,3
506,14
507,14
508,14
509,14
510,14
511,14
512,14
513,36
514,14
515,34
516,10
517,24
518,10
519,14
520,14
521,14
522,14
523,14
524,14
525,58
526,3
527,4
528,43
529,14
530,4
531,4
532,14
533,28
534,43
535,14
536,34
537,4
538,14
539,14
540,34
541,61
542,14
543,59
544,36
545,36
546,36
547,36
548,43
549,69
550,14
551,14
552,14
553,61
554,41
555,14
556,14
557,3
558,69
559,14
560,36
561,27
562,34
563,14
564,14
565,14
566,42
567,43
568,14
569,14
570,43
571,34
572,34
573,58
574,4
575,3
576,14
577,34
578,67
579,14
580,4
581,28
582,34
583,36
584,3
585,58
586,3
587,14
588,41
589,34
590,69
591,34
592,3
593,18
594,14
595,10
596,36
597,36
598,36
599,36
600,28
601,30
602,4
603,36
604,24
605,14
606,14
607,47
608,14
609,36
610,58
611,34
612,14
613,42
614,36
615,10
616,10
617,3
618,47
619,14
620,14
621,14
622,3
623,36
624,14
625,43
626,24
627,34
628,36
629,34
630,47
631,30
632,14
633,34
634,14
635,14
636,14
637,14
638,69
639,58
640,58
641,47
642,27
643,34
644,14
645,14
646,43
647,50
648,14
649,14
650,3
651,64
652,69
653,14
654,69
655,47
656,43
657,43
658,43
659,64
660,14
661,24
662,24
663,34
664,14
665,36
666,36
667,34
668,34
669,10
670,14
671,14
672,14
673,43
674,61
675,33
676,61
677,34
678,58
679,14
680,14
681,34
682,14
683,14
684,14
685,27
686,24
687,33
688,14
689,36
690,30
691,3
692,61
693,61
694,61
695,10
696,11
697,14
698,14
699,3
700,61
701,34
702,34
703,14
704,4
705,3
706,14
707,44
708,58
709,69
710,69
711,36
712,58
713,61
714,61
715,61
716,61
717,14
718,10
719,10
720,47
721,47
722,36
723,58
724,3
725,69
726,58
727,24
728,14
729,33
730,61
731,36
732,14
733,4
734,58
735,18
736,18
737,14
738,14
739,14
740,14
741,47
742,36
743,10
744,43
745,43
746,36
747,61
748,14
749,14
750,34
751,36
752,14
753,43
754,34
755,14
756,34
757,36
758,14
759,14
760,36
761,36
762,51
763,14
764,24
765,34
766,24
767,34
768,36
769,14
770,4
771,4
772,69
773,18
774,69
775,36
776,58
777,69
778,69
779,47
780,47
781,14
782,58
783,34
784,3
785,47
786,61
787,34
788,61
789,65
790,14
791,1
792,36
793,33
794,3
795,47
796,36
797,3
798,14
799,14
800,34
801,69
802,34
803,30
804,69
805,14
806,34
807,14
808,61
809,42
810,14
811,43
812,3
813,14
814,19
815,4
816,61
817,61
818,14
819,14
820,4
821,14
822,50
823,36
824,51
825,14
826,14
827,14
828,63
829,63
830,58
831,14
832,3
833,36
834,36
835,14
836,69
837,36
838,36
839,58
840,14
841,67
842,43
843,14
844,14
845,3
846,36
847,14
848,14
849,14
850,43
851,43
852,28
853,14
854,14
855,14
856,14
857,14
858,14
859,34
860,34
861,36
862,10
863,33
864,8
865,27
866,20
867,8
868,51
869,63
870,65
871,20
872,63
873,63
874,47
875,63
876,51
877,34
878,51
879,51
880,63
881,65
882,34
883,20
884,64
885,14
886,20
887,65
888,20
889,33
890,33
891,33
892,64
893,8
894,51
895,63
896,34
897,33
898,51
899,20
900,16
901,20
902,20
903,34
904,20
905,20
906,14
907,14
908,51
909,51
910,20
911,51
912,51
913,47
914,63
915,47
916,8
917,33
918,63
919,20
920,8
921,34
922,63
923,58
924,33
925,64
926,14
927,33
928,65
929,19
930,16
931,50
932,14
933,34
934,61
935,20
936,65
937,34
938,20
939,1
940,1
941,10
942,10
943,34
944,51
945,34
946,43
947,20
948,14
949,69
950,8
951,16
952,64
953,64
954,64
955,64
956,34
957,51
958,16
959,19
960,19
961,20
962,20
963,20
964,20
965,20
966,20
967,49
968,49
969,49
970,49
971,49
972,49
973,49
974,49
975,49
976,49
977,49
978,49
979,49
980,49
981,49
982,49
983,49
984,49
985,49
986,49
987,49
988,49
